10/10|17679031.25|10|48681|1037880|340
20/10|18445593.75|20|89954|1443100|636
30/10|18523406.25|30|418216|3283520|858
40/10|18549343.75|40|792984|4845020|953
50/10|19335593.75|50|1283146|6543140|1580
60/10|19351531.25|60|1684123|7896400|1714
70/10|19813406.25|70|1900570|8780880|2964
80/10|19969031.25|80|2548818|10877960|3623
90/10|20766531.25|90|3255791|12971400|3843
100/10|21242468.75|100|4069947|15553620|5320
