10/10|17684656.25|10|44804|1037720|352
10/20|18374656.25|10|51522|1059200|967
10/30|17666218.75|10|51013|1035800|935
10/40|17683093.75|10|44365|1035160|1200
10/50|17663718.75|10|51068|1036440|1452
10/60|17654656.25|10|42113|1036440|1592
10/70|17640906.25|10|43293|1034520|1692
10/80|17641218.75|10|49519|1034360|1848
10/90|17633406.25|10|51549|1034360|1914
10/100|17619656.25|10|48695|1032600|1836
