10/10|18288093.75|10|76544|1282480|395
20/10|18420281.25|20|280580|2606140|527
30/10|18574343.75|30|583156|4001100|1051
40/10|18701218.75|40|887479|5149160|1261
50/10|19361531.25|50|1418987|7050540|1573
60/10|19515281.25|60|1702567|7974940|2115
70/10|19555281.25|70|1866981|8627580|2417
80/10|19933406.25|80|2336036|10163880|3590
90/10|19994031.25|90|2878971|11788860|3497
100/10|20799968.75|100|3578547|14023700|4322
