10/10|1497812.5|10|1298|8162|198
10/20|762812.5|10|759|3542|374
10/30|616812.5|10|1122|6116|242
10/40|257812.5|10|473|1463|330
10/50|261812.5|10|924|2486|902
10/60|329812.5|10|561|3245|110
10/70|368812.5|10|825|2354|770
10/80|223812.5|10|869|2321|924
10/90|549812.5|10|880|2948|946
10/100|418812.5|10|682|3542|154
