10/10|3131812.5|10|3355|25058|154
20/10|655812.5|20|1793|7117|440
30/10|3558812.5|30|26136|91773|330
40/10|4383812.5|40|32813|116072|462
50/10|4885812.5|50|83138|235510|638
60/10|5795812.5|60|104478|288717|736
70/10|8699812.5|70|155573|427988|858
80/10|6533812.5|80|104432|298936|1241
90/10|4223812.5|90|130702|322344|1078
100/10|5843812.5|100|210559|508277|1359
