10/10|17667468.75|10|27092|804020|352
20/10|18430593.75|20|148853|1903600|647
30/10|18529968.75|30|517527|3723660|875
40/10|19331531.25|40|943335|5417000|1310
50/10|18788406.25|50|1354499|6786580|1714
60/10|19503718.75|60|1800392|8335280|2111
70/10|19698093.75|70|2275203|9864100|2721
80/10|19884343.75|80|2967055|12007080|3420
90/10|20743718.75|90|3699438|14209300|4148
100/10|20934656.25|100|4449383|16467260|4463
