10/10|3131812.5|10|3355|25058|154
10/20|650812.5|10|1089|6314|440
10/30|541812.5|10|528|3014|242
10/40|1169812.5|10|1122|6248|440
10/50|866812.5|10|1518|7271|841
10/60|641812.5|10|979|5093|352
10/70|673812.5|10|1551|7436|968
10/80|410812.5|10|1023|2783|1100
10/90|720812.5|10|935|4829|462
10/100|502812.5|10|1419|4862|1298
