10/10|18369656.25|10|74182|1304120|429
20/10|18483406.25|20|284123|2652620|615
30/10|18606531.25|30|584144|4032340|957
40/10|18745593.75|40|1009191|5647360|1314
50/10|18759343.75|50|1555880|7474740|1476
60/10|19442468.75|60|2249960|9654700|1853
70/10|20424968.75|70|2919741|11856620|3003
80/10|19663406.25|80|3272356|12770980|2673
90/10|20685906.25|90|3695481|14232440|3867
100/10|20840281.25|100|4362000|16175960|4461
