10/10|17673718.75|10|28798|803860|351
10/20|17667781.25|10|31488|800500|572
10/30|17685593.75|10|30461|803540|979
10/40|17687468.75|10|29130|806100|1472
10/50|18314343.75|10|28807|813480|1990
10/60|17656843.75|10|27489|799540|1573
10/70|18307468.75|10|32616|811560|2519
10/80|17643718.75|10|32130|800820|2429
10/90|17636531.25|10|26741|799700|2001
10/100|17616218.75|10|28763|799540|2341
