10/10|17673718.75|10|28798|803860|351
20/10|18512781.25|20|190403|2156060|825
30/10|18548718.75|30|429619|3307400|1033
40/10|18724968.75|40|685595|4430760|1342
50/10|18845906.25|50|932941|5419760|1867
60/10|19518093.75|60|1265522|6552260|2128
70/10|19160281.25|70|1801407|8404000|2581
80/10|19828093.75|80|2294032|9964700|3207
90/10|20733406.25|90|2729896|11493240|4357
100/10|21269031.25|100|3503514|14017980|5753
