10/10|576812.5|10|1375|6644|154
20/10|2967812.5|20|7513|35497|264
30/10|2126812.5|30|8118|36498|331
40/10|4123812.5|40|20911|71126|625
50/10|2355812.5|50|34650|100045|627
60/10|6315812.5|60|55242|185922|661
70/10|4531812.5|70|85470|232958|836
80/10|6996812.5|80|191312|485386|980
90/10|7541812.5|90|202970|503415|1100
100/10|6976812.5|100|204072|508838|1254
