10/10|18358718.75|10|54639|1066420|396
20/10|18473718.75|20|280867|2623460|659
30/10|18621843.75|30|703666|4440940|843
40/10|18689968.75|40|1087522|5871300|1290
50/10|19280281.25|50|1506748|7253060|1435
60/10|19401218.75|60|2012450|8931580|1973
70/10|19709656.25|70|2817645|11461180|2621
80/10|19931531.25|80|3529721|13616500|3041
90/10|20842468.75|90|3995910|15124620|4552
100/10|21095906.25|100|4553255|16826700|4937
